date,iso,location,new_cases,new_deaths,new_recovered,new_active_cases,total_cases,total_deaths,total_recovered,total_active_cases,location_level,province,island,total_regencies,total_cities,total_districts,total_urban_villages,total_rural_villages,area_kmsquare,population,population_density,longitude,latitude
5/13/2020,ID-AC,Aceh,0,0,1,-1,17,1,13,3,Province,Aceh,Sumatera,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628
5/13/2020,ID-BA,Bali,4,0,1,3,327,3,141,183,Province,Bali,Nusa Tenggara,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688
5/13/2020,ID-BT,Banten,20,0,6,14,538,66,401,71,Province,Banten,Jawa,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388
5/13/2020,ID-BE,Bengkulu,0,0,0,0,40,2,2,36,Province,Bengkulu,Sumatera,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627
5/13/2020,ID-YO,Daerah Istimewa Yogyakarta,12,0,1,11,180,8,69,103,Province,Daerah Istimewa Yogyakarta,Jawa,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185
5/13/2020,ID-JK,DKI Jakarta,180,6,96,78,5230,421,985,3824,Province,DKI Jakarta,Jawa,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991
5/13/2020,ID-GO,Gorontalo,0,0,1,-1,20,1,16,3,Province,Gorontalo,Sulawesi,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604
5/13/2020,ID-JA,Jambi,0,0,0,0,65,0,3,62,Province,Jambi,Sumatera,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766
5/13/2020,ID-JB,Jawa Barat,7,0,31,-24,1866,123,377,1366,Province,Jawa Barat,Jawa,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083
5/13/2020,ID-JT,Jawa Tengah,36,0,7,29,1337,91,388,858,Province,Jawa Tengah,Jawa,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177
5/13/2020,ID-JI,Jawa Timur,141,7,47,87,1879,340,1174,365,Province,Jawa Timur,Jawa,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579
5/13/2020,ID-KB,Kalimantan Barat,6,1,2,3,129,4,24,101,Province,Kalimantan Barat,Kalimantan,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572
5/13/2020,ID-KS,Kalimantan Selatan,13,0,0,13,287,9,24,254,Province,Kalimantan Selatan,Kalimantan,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979
5/13/2020,ID-KT,Kalimantan Tengah,16,0,1,15,220,11,71,138,Province,Kalimantan Tengah,Kalimantan,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653
5/13/2020,ID-KI,Kalimantan Timur,2,0,5,-3,229,3,49,177,Province,Kalimantan Timur,Kalimantan,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803
5/13/2020,ID-KU,Kalimantan Utara,6,0,6,0,138,1,18,119,Province,Kalimantan Utara,Kalimantan,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621
5/13/2020,ID-BB,Kepulauan Bangka Belitung,0,0,0,0,30,1,8,21,Province,Kepulauan Bangka Belitung,Sumatera,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127
5/13/2020,ID-KR,Kepulauan Riau,5,0,0,5,111,11,81,19,Province,Kepulauan Riau,Sumatera,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346
5/13/2020,ID-LA,Lampung,0,0,0,0,66,8,26,32,Province,Lampung,Sumatera,13,2,228,205,2435,34624,9095591,262.7,105.0214366,-4.916792975
5/13/2020,ID-MA,Maluku,0,0,0,0,50,4,17,29,Province,Maluku,Maluku,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572
5/13/2020,ID-MU,Maluku Utara,23,3,0,20,77,3,11,63,Province,Maluku Utara,Maluku,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949
5/13/2020,ID-NB,Nusa Tenggara Barat,5,1,9,-5,344,7,113,224,Province,Nusa Tenggara Barat,Nusa Tenggara,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866
5/13/2020,ID-NT,Nusa Tenggara Timur,6,0,0,6,21,0,2,19,Province,Nusa Tenggara Timur,Nusa Tenggara,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205
5/13/2020,ID-PA,Papua,5,0,0,5,326,7,50,269,Province,Papua,Papua,28,1,560,110,5411,319036,4340348,13.6,138.69603,-4.66620953
5/13/2020,ID-PB,Papua Barat,0,0,0,0,70,1,2,67,Province,Papua Barat,Papua,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182
5/13/2020,ID-RI,Riau,8,0,0,8,92,6,53,33,Province,Riau,Sumatera,10,2,169,268,1591,87024,6074100,69.8,101.8051092,0.511647851
5/13/2020,ID-SR,Sulawesi Barat,6,0,0,6,73,2,7,64,Province,Sulawesi Barat,Sulawesi,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053
5/13/2020,ID-SN,Sulawesi Selatan,54,0,5,49,802,49,288,465,Province,Sulawesi Selatan,Sulawesi,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714
5/13/2020,ID-ST,Sulawesi Tengah,7,1,7,-1,102,4,20,78,Province,Sulawesi Tengah,Sulawesi,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668
5/13/2020,ID-SG,Sulawesi Tenggara,89,1,1,87,166,4,17,145,Province,Sulawesi Tenggara,Sulawesi,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793
5/13/2020,ID-SA,Sulawesi Utara,8,1,0,7,82,7,26,49,Province,Sulawesi Utara,Sulawesi,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212
5/13/2020,ID-SB,Sumatera Barat,20,1,13,6,339,20,86,233,Province,Sumatera Barat,Sumatera,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225
5/13/2020,ID-SS,Sumatera Selatan,43,2,0,41,322,16,73,233,Province,Sumatera Selatan,Sumatera,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808
5/13/2020,ID-SU,Sumatera Utara,2,0,0,2,200,27,53,120,Province,Sumatera Utara,Sumatera,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453
5/14/2020,ID-AC,Aceh,0,0,0,0,17,1,13,3,Province,Aceh,Sumatera,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628
5/14/2020,ID-BA,Bali,5,0,3,2,332,3,144,185,Province,Bali,Nusa Tenggara,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688
5/14/2020,ID-BT,Banten,14,2,16,-4,552,68,417,67,Province,Banten,Jawa,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388
5/14/2020,ID-BE,Bengkulu,2,0,0,2,42,2,2,38,Province,Bengkulu,Sumatera,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627
5/14/2020,ID-YO,Daerah Istimewa Yogyakarta,4,0,7,-3,184,8,76,100,Province,Daerah Istimewa Yogyakarta,Jawa,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185
5/14/2020,ID-JK,DKI Jakarta,135,2,134,-1,5365,423,1119,3823,Province,DKI Jakarta,Jawa,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991
5/14/2020,ID-GO,Gorontalo,2,0,1,1,22,1,17,4,Province,Gorontalo,Sulawesi,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604
5/14/2020,ID-JA,Jambi,1,0,0,1,66,0,3,63,Province,Jambi,Sumatera,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766
5/14/2020,ID-JB,Jawa Barat,12,1,16,-5,1878,124,393,1361,Province,Jawa Barat,Jawa,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083
5/14/2020,ID-JT,Jawa Tengah,59,1,10,48,1396,92,398,906,Province,Jawa Tengah,Jawa,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177
5/14/2020,ID-JI,Jawa Timur,85,14,17,54,1964,354,1191,419,Province,Jawa Timur,Jawa,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579
5/14/2020,ID-KB,Kalimantan Barat,0,0,0,0,129,4,24,101,Province,Kalimantan Barat,Kalimantan,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572
5/14/2020,ID-KS,Kalimantan Selatan,2,0,0,2,289,9,24,256,Province,Kalimantan Selatan,Kalimantan,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979
5/14/2020,ID-KT,Kalimantan Tengah,3,0,10,-7,223,11,81,131,Province,Kalimantan Tengah,Kalimantan,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653
5/14/2020,ID-KI,Kalimantan Timur,8,0,11,-3,237,3,60,174,Province,Kalimantan Timur,Kalimantan,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803
5/14/2020,ID-KU,Kalimantan Utara,0,0,2,-2,138,1,20,117,Province,Kalimantan Utara,Kalimantan,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621
5/14/2020,ID-BB,Kepulauan Bangka Belitung,0,0,0,0,30,1,8,21,Province,Kepulauan Bangka Belitung,Sumatera,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127
5/14/2020,ID-KR,Kepulauan Riau,0,0,0,0,111,11,81,19,Province,Kepulauan Riau,Sumatera,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346
5/14/2020,ID-LA,Lampung,0,0,0,0,66,8,26,32,Province,Lampung,Sumatera,13,2,228,205,2435,34624,9095591,262.7,105.0214366,-4.916792975
5/14/2020,ID-MA,Maluku,12,0,0,12,62,4,17,41,Province,Maluku,Maluku,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572
5/14/2020,ID-MU,Maluku Utara,4,0,3,1,81,3,14,64,Province,Maluku Utara,Maluku,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949
5/14/2020,ID-NB,Nusa Tenggara Barat,6,0,24,-18,350,7,137,206,Province,Nusa Tenggara Barat,Nusa Tenggara,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866
5/14/2020,ID-NT,Nusa Tenggara Timur,2,1,0,1,23,1,2,20,Province,Nusa Tenggara Timur,Nusa Tenggara,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205
5/14/2020,ID-PA,Papua,4,0,0,4,330,7,50,273,Province,Papua,Papua,28,1,560,110,5411,319036,4340348,13.6,138.69603,-4.66620953
5/14/2020,ID-PB,Papua Barat,18,0,0,18,88,1,2,85,Province,Papua Barat,Papua,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182
5/14/2020,ID-RI,Riau,5,0,0,5,97,6,53,38,Province,Riau,Sumatera,10,2,169,268,1591,87024,6074100,69.8,101.8051092,0.511647851
5/14/2020,ID-SR,Sulawesi Barat,1,0,13,-12,74,2,20,52,Province,Sulawesi Barat,Sulawesi,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053
5/14/2020,ID-SN,Sulawesi Selatan,36,0,5,31,838,49,293,496,Province,Sulawesi Selatan,Sulawesi,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714
5/14/2020,ID-ST,Sulawesi Tengah,9,0,1,8,111,4,21,86,Province,Sulawesi Tengah,Sulawesi,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668
5/14/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,166,4,17,145,Province,Sulawesi Tenggara,Sulawesi,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793
5/14/2020,ID-SA,Sulawesi Utara,1,1,4,-4,83,8,30,45,Province,Sulawesi Utara,Sulawesi,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212
5/14/2020,ID-SB,Sumatera Barat,32,2,3,27,371,22,89,260,Province,Sumatera Barat,Sumatera,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225
5/14/2020,ID-SS,Sumatera Selatan,117,1,0,116,439,17,73,349,Province,Sumatera Selatan,Sumatera,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808
5/14/2020,ID-SU,Sumatera Utara,2,0,0,2,202,27,53,122,Province,Sumatera Utara,Sumatera,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453
5/15/2020,ID-AC,Aceh,0,0,0,0,17,1,13,3,Province,Aceh,Sumatera,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628
5/15/2020,ID-BA,Bali,6,0,8,-2,338,3,152,183,Province,Bali,Nusa Tenggara,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688
5/15/2020,ID-BT,Banten,28,0,18,10,580,68,435,77,Province,Banten,Jawa,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388
5/15/2020,ID-BE,Bengkulu,11,0,0,11,53,2,2,49,Province,Bengkulu,Sumatera,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627
5/15/2020,ID-YO,Daerah Istimewa Yogyakarta,3,0,12,-9,187,8,88,91,Province,Daerah Istimewa Yogyakarta,Jawa,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185
5/15/2020,ID-JK,DKI Jakarta,86,7,106,-27,5451,430,1225,3796,Province,DKI Jakarta,Jawa,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991
5/15/2020,ID-GO,Gorontalo,1,0,1,0,23,1,18,4,Province,Gorontalo,Sulawesi,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604
5/15/2020,ID-JA,Jambi,3,0,0,3,69,0,3,66,Province,Jambi,Sumatera,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766
5/15/2020,ID-JB,Jawa Barat,36,2,29,5,1914,126,422,1366,Province,Jawa Barat,Jawa,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083
5/15/2020,ID-JT,Jawa Tengah,48,0,10,38,1444,92,408,944,Province,Jawa Tengah,Jawa,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177
5/15/2020,ID-JI,Jawa Timur,57,13,12,32,2021,367,1203,451,Province,Jawa Timur,Jawa,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579
5/15/2020,ID-KB,Kalimantan Barat,0,0,0,0,129,4,24,101,Province,Kalimantan Barat,Kalimantan,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572
5/15/2020,ID-KS,Kalimantan Selatan,67,27,0,40,356,36,24,296,Province,Kalimantan Selatan,Kalimantan,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979
5/15/2020,ID-KT,Kalimantan Tengah,4,0,7,-3,227,11,88,128,Province,Kalimantan Tengah,Kalimantan,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653
5/15/2020,ID-KI,Kalimantan Timur,13,0,4,9,250,3,64,183,Province,Kalimantan Timur,Kalimantan,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803
5/15/2020,ID-KU,Kalimantan Utara,3,0,9,-6,141,1,29,111,Province,Kalimantan Utara,Kalimantan,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621
5/15/2020,ID-BB,Kepulauan Bangka Belitung,0,0,17,-17,30,1,25,4,Province,Kepulauan Bangka Belitung,Sumatera,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127
5/15/2020,ID-KR,Kepulauan Riau,4,0,3,1,115,11,84,20,Province,Kepulauan Riau,Sumatera,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346
5/15/2020,ID-LA,Lampung,0,1,2,-3,66,9,28,29,Province,Lampung,Sumatera,13,2,228,205,2435,34624,9095591,262.7,105.0214366,-4.916792975
5/15/2020,ID-MA,Maluku,0,0,0,0,62,4,17,41,Province,Maluku,Maluku,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572
5/15/2020,ID-MU,Maluku Utara,4,1,1,2,85,4,15,66,Province,Maluku Utara,Maluku,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949
5/15/2020,ID-NB,Nusa Tenggara Barat,8,0,50,-42,358,7,187,164,Province,Nusa Tenggara Barat,Nusa Tenggara,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866
5/15/2020,ID-NT,Nusa Tenggara Timur,0,0,0,0,23,1,2,20,Province,Nusa Tenggara Timur,Nusa Tenggara,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205
5/15/2020,ID-PA,Papua,3,0,0,3,333,7,50,276,Province,Papua,Papua,28,1,560,110,5411,319036,4340348,13.6,138.69603,-4.66620953
5/15/2020,ID-PB,Papua Barat,0,0,0,0,88,1,2,85,Province,Papua Barat,Papua,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182
5/15/2020,ID-RI,Riau,1,0,5,-4,98,6,58,34,Province,Riau,Sumatera,10,2,169,268,1591,87024,6074100,69.8,101.8051092,0.511647851
5/15/2020,ID-SR,Sulawesi Barat,0,0,2,-2,74,2,22,50,Province,Sulawesi Barat,Sulawesi,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053
5/15/2020,ID-SN,Sulawesi Selatan,33,0,0,33,871,49,293,529,Province,Sulawesi Selatan,Sulawesi,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714
5/15/2020,ID-ST,Sulawesi Tengah,1,0,0,1,112,4,21,87,Province,Sulawesi Tengah,Sulawesi,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668
5/15/2020,ID-SG,Sulawesi Tenggara,17,0,2,15,183,4,19,160,Province,Sulawesi Tenggara,Sulawesi,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793
5/15/2020,ID-SA,Sulawesi Utara,22,1,0,21,105,9,30,66,Province,Sulawesi Utara,Sulawesi,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212
5/15/2020,ID-SB,Sumatera Barat,22,0,3,19,393,22,92,279,Province,Sumatera Barat,Sumatera,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225
5/15/2020,ID-SS,Sumatera Selatan,16,1,0,15,455,18,73,364,Province,Sumatera Selatan,Sumatera,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808
5/15/2020,ID-SU,Sumatera Utara,0,0,0,0,202,27,53,122,Province,Sumatera Utara,Sumatera,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453
5/16/2020,ID-AC,Aceh,1,0,2,-1,18,1,15,2,Province,Aceh,Sumatera,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628
5/16/2020,ID-BA,Bali,3,0,4,-1,341,3,156,182,Province,Bali,Nusa Tenggara,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688
5/16/2020,ID-BT,Banten,0,0,9,-9,580,68,444,68,Province,Banten,Jawa,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388
5/16/2020,ID-BE,Bengkulu,3,0,0,3,56,2,2,52,Province,Bengkulu,Sumatera,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627
5/16/2020,ID-YO,Daerah Istimewa Yogyakarta,6,0,1,5,193,8,89,96,Province,Daerah Istimewa Yogyakarta,Jawa,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185
5/16/2020,ID-JK,DKI Jakarta,101,0,18,83,5552,430,1243,3879,Province,DKI Jakarta,Jawa,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991
5/16/2020,ID-GO,Gorontalo,1,1,0,0,24,2,18,4,Province,Gorontalo,Sulawesi,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604
5/16/2020,ID-JA,Jambi,10,0,1,9,79,0,4,75,Province,Jambi,Sumatera,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766
5/16/2020,ID-JB,Jawa Barat,17,0,10,7,1931,126,432,1373,Province,Jawa Barat,Jawa,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083
5/16/2020,ID-JT,Jawa Tengah,43,1,8,34,1487,93,416,978,Province,Jawa Tengah,Jawa,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177
5/16/2020,ID-JI,Jawa Timur,168,11,24,133,2189,378,1227,584,Province,Jawa Timur,Jawa,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579
5/16/2020,ID-KB,Kalimantan Barat,2,0,0,2,131,4,24,103,Province,Kalimantan Barat,Kalimantan,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572
5/16/2020,ID-KS,Kalimantan Selatan,7,0,50,-43,363,36,74,253,Province,Kalimantan Selatan,Kalimantan,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979
5/16/2020,ID-KT,Kalimantan Tengah,0,0,0,0,227,11,88,128,Province,Kalimantan Tengah,Kalimantan,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653
5/16/2020,ID-KI,Kalimantan Timur,2,0,2,0,252,3,66,183,Province,Kalimantan Timur,Kalimantan,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803
5/16/2020,ID-KU,Kalimantan Utara,12,0,12,0,153,1,41,111,Province,Kalimantan Utara,Kalimantan,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621
5/16/2020,ID-BB,Kepulauan Bangka Belitung,0,0,0,0,30,1,25,4,Province,Kepulauan Bangka Belitung,Sumatera,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127
5/16/2020,ID-KR,Kepulauan Riau,1,0,0,1,116,11,84,21,Province,Kepulauan Riau,Sumatera,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346
5/16/2020,ID-LA,Lampung,0,0,2,-2,66,9,30,27,Province,Lampung,Sumatera,13,2,228,205,2435,34624,9095591,262.7,105.0214366,-4.916792975
5/16/2020,ID-MA,Maluku,0,0,0,0,62,4,17,41,Province,Maluku,Maluku,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572
5/16/2020,ID-MU,Maluku Utara,3,0,0,3,88,4,15,69,Province,Maluku Utara,Maluku,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949
5/16/2020,ID-NB,Nusa Tenggara Barat,7,0,0,7,365,7,187,171,Province,Nusa Tenggara Barat,Nusa Tenggara,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866
5/16/2020,ID-NT,Nusa Tenggara Timur,27,0,1,26,50,1,3,46,Province,Nusa Tenggara Timur,Nusa Tenggara,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205
5/16/2020,ID-PA,Papua,15,0,0,15,348,7,50,291,Province,Papua,Papua,28,1,560,110,5411,319036,4340348,13.6,138.69603,-4.66620953
5/16/2020,ID-PB,Papua Barat,14,0,3,11,102,1,5,96,Province,Papua Barat,Papua,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182
5/16/2020,ID-RI,Riau,0,0,7,-7,98,6,65,27,Province,Riau,Sumatera,10,2,169,268,1591,87024,6074100,69.8,101.8051092,0.511647851
5/16/2020,ID-SR,Sulawesi Barat,1,0,1,0,75,2,23,50,Province,Sulawesi Barat,Sulawesi,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053
5/16/2020,ID-SN,Sulawesi Selatan,46,1,19,26,917,50,312,555,Province,Sulawesi Selatan,Sulawesi,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714
5/16/2020,ID-ST,Sulawesi Tengah,1,0,1,0,113,4,22,87,Province,Sulawesi Tengah,Sulawesi,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668
5/16/2020,ID-SG,Sulawesi Tenggara,6,0,0,6,189,4,19,166,Province,Sulawesi Tenggara,Sulawesi,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793
5/16/2020,ID-SA,Sulawesi Utara,9,0,1,8,114,9,31,74,Province,Sulawesi Utara,Sulawesi,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212
5/16/2020,ID-SB,Sumatera Barat,3,1,3,-1,396,23,95,278,Province,Sumatera Barat,Sumatera,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225
5/16/2020,ID-SS,Sumatera Selatan,0,0,0,0,455,18,73,364,Province,Sumatera Selatan,Sumatera,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808
5/16/2020,ID-SU,Sumatera Utara,0,0,0,0,202,27,53,122,Province,Sumatera Utara,Sumatera,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453
5/17/2020,ID-AC,Aceh,0,0,0,0,18,1,15,2,Province,Aceh,Sumatera,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628
5/17/2020,ID-BA,Bali,2,0,4,-2,343,3,160,180,Province,Bali,Nusa Tenggara,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688
5/17/2020,ID-BT,Banten,24,0,9,15,604,68,453,83,Province,Banten,Jawa,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388
5/17/2020,ID-BE,Bengkulu,9,0,0,9,65,2,2,61,Province,Bengkulu,Sumatera,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627
5/17/2020,ID-YO,Daerah Istimewa Yogyakarta,5,0,3,2,198,8,92,98,Province,Daerah Istimewa Yogyakarta,Jawa,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185
5/17/2020,ID-JK,DKI Jakarta,127,3,11,113,5679,433,1254,3992,Province,DKI Jakarta,Jawa,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991
5/17/2020,ID-GO,Gorontalo,1,0,0,1,25,2,18,5,Province,Gorontalo,Sulawesi,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604
5/17/2020,ID-JA,Jambi,1,0,0,1,80,0,4,76,Province,Jambi,Sumatera,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766
5/17/2020,ID-JB,Jawa Barat,52,3,50,-1,1983,129,482,1372,Province,Jawa Barat,Jawa,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083
5/17/2020,ID-JT,Jawa Tengah,25,0,5,20,1512,93,421,998,Province,Jawa Tengah,Jawa,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177
5/17/2020,ID-JI,Jawa Timur,57,11,30,16,2246,389,1257,600,Province,Jawa Timur,Jawa,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579
5/17/2020,ID-KB,Kalimantan Barat,1,0,2,-1,132,4,26,102,Province,Kalimantan Barat,Kalimantan,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572
5/17/2020,ID-KS,Kalimantan Selatan,2,8,0,-6,365,44,74,247,Province,Kalimantan Selatan,Kalimantan,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979
5/17/2020,ID-KT,Kalimantan Tengah,0,0,0,0,227,11,88,128,Province,Kalimantan Tengah,Kalimantan,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653
5/17/2020,ID-KI,Kalimantan Timur,1,0,2,-1,253,3,68,182,Province,Kalimantan Timur,Kalimantan,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803
5/17/2020,ID-KU,Kalimantan Utara,2,0,0,2,155,1,41,113,Province,Kalimantan Utara,Kalimantan,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621
5/17/2020,ID-BB,Kepulauan Bangka Belitung,0,0,0,0,30,1,25,4,Province,Kepulauan Bangka Belitung,Sumatera,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127
